Title,Author,Rating,ISBN,Genre,Publisher,PublishDate
Middlesex,Jeffrey Eugenides,4.01,9780312422158,"['Fiction', 'Historical Fiction', 'Contemporary', 'LGBT', 'Literary Fiction', 'Novels', 'Classics', 'Literature', 'Queer', 'Adult']",Picador USA,09/16/03
The Stranger,"Albert Camus, Matthew Ward (Translator)",3.98,9999999999999,"['Classics', 'Fiction', 'Philosophy', 'France', 'Literature', 'Novels', 'French Literature', 'School', '20th Century', 'Literary Fiction']",Vintage International,03/28/89
The Master and Margarita,"Mikhail Bulgakov, Katherine Tiernan O'Connor (Translator), Ellendea Proffer (Annotations and Afterword), Diana Lewis Burgin (Translator)",4.29,9780679760801,"['Classics', 'Fiction', 'Russia', 'Fantasy', 'Russian Literature', 'Magical Realism', 'Literature', 'Novels', 'Historical Fiction', '20th Century']",Vintage International,03/28/96
The Name of the Wind,Patrick Rothfuss (Goodreads Author),4.53,9780756404079,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adult', 'Adventure', 'Audiobook', 'Epic']",Penguin Group DAW,04/28/07
The Shining,Stephen King (Goodreads Author),4.23,9780450040184,"['Horror', 'Fiction', 'Thriller', 'Classics', 'Fantasy', 'Mystery', 'Paranormal', 'Suspense', 'Novels', 'Adult']",New English Library (Hodder & Stoughton),07/01/80
The Adventures of Tom Sawyer,"Mark Twain, Guy Cardwell (Annotations), John Seelye (Introduction)",3.91,9780143039563,"['Classics', 'Fiction', 'Adventure', 'Young Adult', 'Historical Fiction', 'Literature', 'Childrens', 'School', 'Novels', 'American']",Penguin Classics,02/28/06
Eragon,Christopher Paolini (Goodreads Author),3.9,9780375826696,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy', 'Science Fiction Fantasy', 'Young Adult Fantasy', 'Childrens']",Alfred A. Knopf,04/28/05
Charlie and the Chocolate Factory,"Roald Dahl, Quentin Blake (Illustrations)",4.14,9780142403884,"['Childrens', 'Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Middle Grade', 'Humor', 'Adventure', 'Juvenile', 'Novels']",Puffin Books,06/02/05
Flowers for Algernon,Daniel Keyes,4.14,9999999999999,"['Fiction', 'Classics', 'Science Fiction', 'Young Adult', 'Literature', 'Psychology', 'School', 'Novels', 'Adult', 'Read For School']",,
On the Road,Jack Kerouac,3.62,9780140042597,"['Classics', 'Fiction', 'Travel', 'Literature', 'Novels', 'American', 'Adventure', '20th Century', 'Unfinished', 'Modern Classics']",Penguin Books,01/01/76
The Metamorphosis,"Franz Kafka, Stanley Corngold (Translator), Mircea IvÄƒnescu (Translator)",3.82,9999999999999,"['Classics', 'Fiction', 'Fantasy', 'Literature', 'Short Stories', 'Philosophy', 'School', 'German Literature', 'Horror', 'Novels']",Bantam Classics,03/01/72
Looking for Alaska,John Green (Goodreads Author),4.02,9999999999999,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Realistic Fiction', 'Coming Of Age', 'Teen', 'Mystery', 'Young Adult Contemporary', 'High School']",Speak,12/28/06
The Shadow of the Wind,"Carlos Ruiz ZafÃ³n, Lucia Graves (Translator)",4.27,9999999999999,"['Fiction', 'Historical Fiction', 'Mystery', 'Fantasy', 'Books About Books', 'Historical', 'Spain', 'Spanish Literature', 'Gothic', 'Magical Realism']",Penguin Books,10/28/05
The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,9781400032716,"['Fiction', 'Mystery', 'Young Adult', 'Contemporary', 'Novels', 'Classics', 'Psychology', 'Literature', 'Realistic Fiction', 'Adult Fiction']",Vintage,05/18/04
The Very Hungry Caterpillar,Eric Carle,4.3,9780241003008,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Animals', 'Food', 'Counting', 'Storytime', 'Kids', 'Mathematics']",Puffin Books,10/28/94
Tuesdays with Morrie,Mitch Albom (Goodreads Author),4.11,9780751529814,"['Nonfiction', 'Memoir', 'Biography', 'Inspirational', 'Classics', 'Philosophy', 'Self Help', 'Contemporary', 'Adult', 'Biography Memoir']",Warner,10/28/00
The Unbearable Lightness of Being,"Milan Kundera, Michael Henry Heim (Translator)",4.1,9780571224388,"['Fiction', 'Classics', 'Philosophy', 'Literature', 'Novels', 'Czech Literature', 'Romance', 'Contemporary', 'Literary Fiction', '20th Century']",Harper Perennial,10/27/09
The Name of the Rose,"Umberto Eco, William Weaver (Translator)",4.12,9780156001311,"['Fiction', 'Historical Fiction', 'Mystery', 'Classics', 'Historical', 'Literature', 'Crime', 'Italian Literature', 'Italy', 'Novels']",Harvest Books,09/28/94
Where the Red Fern Grows,Wilson Rawls,4.08,9780375806810,"['Classics', 'Fiction', 'Young Adult', 'Childrens', 'Animals', 'Historical Fiction', 'Middle Grade', 'School', 'Realistic Fiction', 'Read For School']",Yearling,05/09/00
Harry Potter and the Chamber of Secrets,"J.K. Rowling, Mary GrandPrÃ© (Illustrator)",4.43,9780439064866,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Childrens', 'Middle Grade', 'Adventure', 'Audiobook', 'Classics', 'Science Fiction Fantasy']",Arthur A. Levine Books / Scholastic Inc.,06/02/99
The Godfather,"Mario Puzo, Robert Thompson (Introduction), Peter Bart (Afterword)",4.36,9999999999999,"['Fiction', 'Classics', 'Crime', 'Thriller', 'Historical Fiction', 'Mystery', 'Drama', 'Novels', 'Literature', 'American']",NAL,03/01/02
The Scarlet Letter,"Nathaniel Hawthorne, Thomas E. Connolly (Annotations), Nina Baym (Introduction)",3.41,9780142437261,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'Literature', 'High School', 'Read For School', 'Historical', 'Classic Literature', 'American']",Penguin Books,02/27/03
In Cold Blood,Truman Capote,4.07,9780679745587,"['Nonfiction', 'Classics', 'True Crime', 'Crime', 'Mystery', 'History', 'Literature', 'Thriller', 'American', 'Biography']",Vintage,10/28/94
Fight Club,Chuck Palahniuk (Goodreads Author),4.19,9780393355949,"['Fiction', 'Contemporary', 'Classics', 'Thriller', 'Novels', 'Mystery', 'Adult', 'Literature', 'American', 'Adult Fiction']",W. W. Norton Company,05/01/18
The Five People You Meet in Heaven,Mitch Albom (Goodreads Author),3.94,9781401308582,"['Fiction', 'Inspirational', 'Contemporary', 'Fantasy', 'Adult', 'Spirituality', 'Classics', 'Adult Fiction', 'Philosophy', 'Novels']",Hyperion,09/23/03
"Hush, Hush",Becca Fitzpatrick (Goodreads Author),3.97,9781416989417,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Angels', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Urban Fantasy', 'Young Adult Fantasy']",Simon & Schuster BFYR,10/13/09
The Cat in the Hat,Dr. Seuss,4.17,9780394800011,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Fantasy', 'Humor', 'Animals', 'Kids', 'Cats']",Random House Books for Young Readers,10/28/85
American Gods,Neil Gaiman (Goodreads Author),4.11,9999999999999,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Mythology', 'Audiobook', 'Science Fiction', 'Science Fiction Fantasy', 'Adult', 'Contemporary', 'Novels']",William Morrow,06/21/11
The Count of Monte Cristo,"Alexandre Dumas, Robin Buss (Translator)",4.25,9780140449266,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'Literature', 'France', 'Historical', 'Classic Literature', 'Novels', 'Romance']",Penguin Classics,05/27/03
Lonesome Dove,Larry McMurtry,4.48,9780671683900,"['Fiction', 'Historical Fiction', 'Westerns', 'Classics', 'Historical', 'Adventure', 'Novels', 'Literature', 'Audiobook', 'American']",Pocket Books,10/01/99
Perfume: The Story of a Murderer,"Patrick SÃ¼skind, John E. Woods (Translator)",4.02,9780140120837,"['Fiction', 'Classics', 'Historical Fiction', 'Horror', 'Mystery', 'Thriller', 'Crime', 'Historical', 'German Literature', 'Novels']",Penguin Books,10/28/87
Holes,Louis Sachar (Goodreads Author),3.97,9780439244190,"['Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Classics', 'Mystery', 'Adventure', 'School', 'Contemporary']",Scholastic,09/02/00
"The Lion, the Witch and the Wardrobe",C.S. Lewis,4.22,9999999999999,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Middle Grade', 'Christian', 'Magic', 'Christian Fiction']",HarperCollins Publishers,10/28/05
Watchmen,"Alan Moore (Goodreads Author), Dave Gibbons (Illustrator/Letterer), John Higgins (Colorist)",4.36,9780930289232,"['Graphic Novels', 'Comics', 'Fiction', 'Science Fiction', 'Fantasy', 'Graphic Novels Comics', 'Comic Book', 'Classics', 'Superheroes', 'Dystopia']",DC Comics,10/28/05
It,Stephen King (Goodreads Author),4.24,9780450411434,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Audiobook', 'Mystery', 'Adult', 'Paranormal', 'Classics', 'Novels']",New English Library,10/01/87
The Last Olympian,Rick Riordan (Goodreads Author),4.51,9781423101475,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Greek Mythology', 'Urban Fantasy', 'Magic']",Disney â— Hyperion Books,05/05/09
The Little House Collection,"Laura Ingalls Wilder, Garth Williams (Illustrator)",4.34,9780060529963,"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade', 'Juvenile', 'Literature', 'Kids']",Avon Books,10/07/03
The Divine Comedy,"Dante Alighieri, Allen Mandelbaum (Translator), Eugenio Montale (Introduction)",4.05,9780679433132,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Philosophy', 'Fantasy', 'Italian Literature', 'Italy', 'Classic Literature']",Everyman's Library,08/01/95
Peter Pan,"J.M. Barrie, Michael Hague (Illustrator)",4.05,9780805072457,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Adventure', 'Young Adult', 'Audiobook', 'Middle Grade', 'Fairy Tales', 'Literature']",Henry Holt and Co.,10/01/03
All Quiet on the Western Front,"Erich Maria Remarque, Arthur Wesley Wheen (Translator)",3.98,9780449213940,"['Classics', 'Fiction', 'Historical Fiction', 'War', 'Historical', 'Literature', 'School', 'German Literature', 'World War I', 'Novels']",Ballantine Books,03/12/87
"The Hobbit, or There and Back Again",J.R.R. Tolkien,4.27,9780618260300,"['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Young Adult', 'Science Fiction Fantasy', 'High Fantasy', 'Childrens', 'Epic Fantasy', 'Novels']",Houghton Mifflin,08/15/02
The Compleat Works of Wllm Shkspr (abridged),"Reduced Shakespeare Company, Adam Long (Contributor), Daniel Singer (Contributor), Jess Winfield (Editor)",4.44,9781557831576,"['Plays', 'Classics', 'Humor', 'Fiction', 'Drama', 'Theatre', 'Comedy', 'Poetry', 'Literature', 'Adult']",Applause Books,02/01/94
Love in the Time of Cholera,"Gabriel GarcÃ­a MÃ¡rquez, Edith Grossman (Translator)",3.92,9781400034680,"['Fiction', 'Classics', 'Historical Fiction', 'Romance', 'Magical Realism', 'Literature', 'Novels', 'Spanish Literature', 'Literary Fiction', 'Historical']",Vintage International,10/05/03
Shadow Kiss,Richelle Mead (Goodreads Author),4.35,9781595141972,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Magic']",Razorbill,11/13/08
Insurgent,Veronica Roth (Goodreads Author),4.02,9780007442911,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Post Apocalyptic', 'Action']",HarperCollins Children's Books,05/01/12
The Thorn Birds,Colleen McCullough,4.23,9999999999999,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Australia', 'Historical', 'Historical Romance', 'Novels', 'Drama', 'Adult']",Avon Books,10/28/02
A Walk to Remember,Nicholas Sparks (Goodreads Author),4.18,9999999999999,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Young Adult', 'Adult', 'Adult Fiction', 'Drama', 'Contemporary Romance', 'Love']",Grand Central Publishing,05/24/00
How the Grinch Stole Christmas!,Dr. Seuss,4.36,9780007173044,"['Childrens', 'Picture Books', 'Christmas', 'Classics', 'Fiction', 'Poetry', 'Holiday', 'Fantasy', 'Humor', 'Kids']",Harper Collins Children's Books,10/04/04
The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,4.36,9780345453747,"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Classics', 'Comedy', 'Science Fiction Fantasy', 'Adventure', 'Novels', 'British Literature']",Del Rey Books,04/28/02
Atonement,Ian McEwan,3.91,9780385721790,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Historical', 'War', 'Literary Fiction', 'Contemporary', 'Literature', 'Novels']",Anchor Books,03/28/03
The Importance of Being Earnest,Oscar Wilde,4.18,9781580495806,"['Classics', 'Plays', 'Fiction', 'Drama', 'Humor', 'Literature', 'School', 'Comedy', 'Theatre', 'Romance']",Prestwick House,10/28/05
"Eat, Pray, Love",Elizabeth Gilbert (Goodreads Author),3.57,9780143038412,"['Nonfiction', 'Memoir', 'Travel', 'Biography', 'Chick Lit', 'Romance', 'Spirituality', 'Contemporary', 'Biography Memoir', 'Autobiography']",Riverhead Books,02/01/07
Their Eyes Were Watching God,Zora Neale Hurston,3.94,9780061120060,"['Classics', 'Fiction', 'Historical Fiction', 'School', 'African American', 'Literature', 'Novels', 'Feminism', 'Read For School', 'High School']",Amistad,05/30/06
The Three Musketeers,Alexandre Dumas,4.07,9999999999999,"['Classics', 'Fiction', 'Historical Fiction', 'Adventure', 'France', 'Literature', 'Historical', 'French Literature', 'Classic Literature', 'Novels']",Modern Library,02/13/01
The Wonderful Wizard of Oz,"L. Frank Baum, W.W. Denslow (Illustrator)",3.98,9780140621679,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Adventure', 'Audiobook', 'Middle Grade', 'Magic', 'Literature']",Penguin,10/28/95
Frostbite,Richelle Mead (Goodreads Author),4.27,9999999999999,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Magic']",Razorbill,04/10/08
Goodnight Moon,"Margaret Wise Brown, Clement Hurd (Illustrator)",4.28,9780060775858,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Poetry', 'Kids', 'Animals', 'Juvenile', 'Young Adult', 'Storytime']",HarperCollins,01/23/07
The Lorax,Dr. Seuss,4.34,9780679889106,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Environment', 'Young Adult', 'Kids', 'Juvenile']",Random House Books for Young Readers,02/24/98
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Terry Pratchett, Neil Gaiman (Goodreads Author)",4.24,9999999999999,"['Fantasy', 'Fiction', 'Humor', 'Urban Fantasy', 'Comedy', 'Audiobook', 'Science Fiction Fantasy', 'Adult', 'Science Fiction', 'Supernatural']",William Morrow,11/28/06
Blood Promise,Richelle Mead (Goodreads Author),4.32,9781595141989,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Magic']",Razorbill,08/25/09
Tess of the D'Urbervilles,"Thomas Hardy, Margaret R. Higonnet (Introduction), Maria Grazia Griffini (Translator), Tim Dolin (Notes)",3.8,9999999999999,"['Classics', 'Fiction', 'Romance', 'Literature', 'Historical Fiction', '19th Century', 'Victorian', 'Classic Literature', 'Novels', 'British Literature']",Penguin Classics,01/30/03
The Good Earth,Pearl S. Buck,3.99,9781416500186,"['Classics', 'Fiction', 'Historical Fiction', 'China', 'Literature', 'Historical', 'Asia', 'Novels', 'School', 'Classic Literature']",Howard Publishing Co,03/04/09
Heart of Darkness,"Joseph Conrad, AnÃ­bal Fernandes (Translator)",3.43,9781892295491,"['Classics', 'Fiction', 'Literature', 'Africa', 'Historical Fiction', 'School', 'Novels', 'Read For School', 'Adventure', 'High School']",Green Integer,10/01/03
The Battle of the Labyrinth,Rick Riordan (Goodreads Author),4.39,9999999999999,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Greek Mythology', 'Urban Fantasy', 'Magic']",Hyperion Books for Children,03/06/08
A Midsummer Night's Dream,"William Shakespeare, Paul Werstine (Editor), Barbara A. Mowat (Editor), Catherine Belsey (Contributor)",3.95,9780743477543,"['Classics', 'Plays', 'Fiction', 'Drama', 'Fantasy', 'School', 'Romance', 'Literature', 'Theatre', 'Poetry']",Simon & Schuster Paperbacks,07/28/16
Clockwork Princess,Cassandra Clare (Goodreads Author),4.57,9781406321340,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Steampunk', 'Historical Fiction', 'Urban Fantasy', 'Angels', 'Fiction', 'Historical']",Walker Books Ltd,09/05/13
The Prophet,Kahlil Gibran,4.22,9780001000391,"['Poetry', 'Philosophy', 'Classics', 'Fiction', 'Spirituality', 'Religion', 'Literature', 'Inspirational', 'Self Help', 'Novels']",Rupa & Co,01/01/10
The Mists of Avalon,Marion Zimmer Bradley,4.11,B000FC1JCQ,"['Fantasy', 'Fiction', 'Historical Fiction', 'Arthurian', 'Mythology', 'Science Fiction Fantasy', 'Historical', 'Classics', 'Romance', 'Magic']",Ballantine Books,07/15/01
The Titan's Curse,Rick Riordan (Goodreads Author),4.35,9780141382890,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Greek Mythology', 'Urban Fantasy', 'Magic']",Puffin Books,05/05/07
The Sea of Monsters,Rick Riordan (Goodreads Author),4.24,9780786856862,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Urban Fantasy', 'Greek Mythology', 'Magic']",Hyperion Books,04/01/06
The Joy Luck Club,Amy Tan (Goodreads Author),3.93,9780143038092,"['Fiction', 'Historical Fiction', 'Classics', 'China', 'Contemporary', 'Adult Fiction', 'Adult', 'Literature', 'Asia', 'Novels']",Penguin Group,09/21/06
Alice in Wonderland,"Jane Carruth (Adapted By), Lewis Carroll (Original Story By), Rene Cloke (Illustrator)",4.02,9780517223628,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Adventure', 'Literature', 'Novels', 'Classic Literature', 'Middle Grade']",Gramercy Books,09/07/04
The Call of the Wild,"Jack London, Avi (Introduction)",3.87,9780439227148,"['Classics', 'Fiction', 'Adventure', 'Young Adult', 'Animals', 'Historical Fiction', 'Literature', 'School', 'Childrens', 'Novels']",Scholastic,01/01/01
Jonathan Livingston Seagull,"Richard Bach (Goodreads Author), Russell Munson (Photographer)",3.84,9780743278904,"['Fiction', 'Classics', 'Philosophy', 'Fantasy', 'Spirituality', 'Inspirational', 'Self Help', 'Literature', 'Novels', 'Animals']",Scribner,02/07/06
Madame Bovary,"Gustave Flaubert, Mark Overstall (Contributor), Paul De Man (Editor), Malcolm Bowie (Introduction), Margaret Mauldon (Translator)",3.68,9780192840394,"['Classics', 'Fiction', 'France', 'Literature', 'French Literature', 'Romance', '19th Century', 'Novels', 'Historical Fiction', 'Classic Literature']",Oxford University Press,10/28/04
The Phantom Tollbooth,"Norton Juster, Jules Feiffer (Illustrator)",4.2,9780394820378,"['Fantasy', 'Fiction', 'Childrens', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure', 'Humor', 'Science Fiction Fantasy', 'Juvenile']",Random House Bullseye Books,10/28/96
Bridge to Terabithia,Katherine Paterson,4.01,B001UFP6JY,"['Young Adult', 'Fiction', 'Classics', 'Childrens', 'Fantasy', 'Middle Grade', 'Realistic Fiction', 'School', 'Juvenile', 'Contemporary']",HarperCollins,10/06/09
